duration,intensity_
8,0.8359480981989051
10,2.0408966308140357
16,0.9068058956762108
14,1.2242920952494885
23,1.4728199878270907
14,1.2098480449493074
7,1.385820219557825
9,0.9811655743443666
10,1.273671417041303
9,1.0791042216586462
10,0.7525266773118204
26,2.1044839270564033
5,1.9725581904229514
14,1.9909452848106817
9,2.132301711634554
8,1.2491522834250475
66,2.3123786803501787
40,1.6118672176791158
36,1.8389398280960698
7,0.69789874441636
13,1.2523025508679524
5,1.618429798229819
5,0.9838663824466138
60,2.289049558885541
8,1.1411654217564688
17,1.1336701200442043
6,0.7915009781779894
6,1.38602889416876
5,0.9098104475064162
15,0.9965873469857272
72,2.1076439681721553
30,1.5638319229629793
47,2.789316383893663
10,1.3513096683822425
6,0.8116150173408876
39,2.3614010095542177
27,1.5290257188375627
11,0.9268092208450263
5,0.8378764643813597
20,1.7884392212347997
14,0.84327388513994
5,0.7389644508353612
16,1.5516147884589877
29,1.435451392258301
10,1.69669704075476
10,1.9155866134004285
5,0.6487910315652847
8,0.8800109051808569
5,0.903670577807901
17,1.531676064739468
18,1.468603032471119
