4.141,1.4587
3.5891,1.6758
5.1638,1.9048
2.3978,1.2789
4.472,2.9695
5.7893,1.9595
3.5136,1.41
2.3822,1.2766
4.0502,1.7157
3.3234,1.2218
6.1165,2.4663
6.2192,1.8415
7.7619,2.6457
7.1908,3.022
3.3267,2.1036
4.9472,1.6304
4.08,1.7236
4.0199,1.7915
6.9873,1.8299
4.3893,1.6197
6.477,2.5813
3.7226,1.3159
7.1814,1.5825
4.0583,1.7741
4.0643,2.0471
4.9889,1.6394
4.2035,4.488
4.7504,2.8506
4.1735,3.2543
3.4606,1.6331
3.7003,2.0888
7.6781,1.9476
4.695,2.3197
3.9594,1.4364
3.4545,2.2105
4.3046,2.6498
5.0522,2.1886
5.3133,1.8169
8.0986,1.7089
4.2956,2.7132
4.6509,1.5923
3.1378,1.4911
4.2893,1.9905
4.9045,2.0147
2.1083,1.301
3.4342,1.7401
5.5007,3.0689
3.5639,1.7355
5.3494,2.7093
4.7716,2.8068
4.7043,3.0508
5.7868,3.0449
6.3472,1.4748
5.1132,2.4371
3.6026,1.5448
4.733,3.3785
2.4934,1.3524
4.8212,2.223
4.9254,2.3596
3.9758,1.4846
4.7412,2.1366
4.9962,2.5287
5.3075,2.0599
3.9082,1.9784
4.3107,1.9766
3.0159,1.6075
3.2491,1.2271
4.4371,1.731
4.1626,1.5763
3.5792,2.4327
5.8038,2.3715
5.2026,1.9009
4.3869,1.7102
4.7382,2.2859
5.0386,2.1152
5.3783,2.3008
2.909,3.3965
7.4469,2.0333
2.3695,1.1705
3.6294,1.6309
4.5218,1.4827
6.709,2.0767
3.5792,1.9171
3.8199,1.7888
3.8992,1.9718
4.2601,1.5185
3.3533,1.4477
4.211,2.7927
2.5217,1.5497
6.2683,2.794
4.9089,1.7225
3.8065,1.6729
5.3996,1.6938
3.763,1.7981
5.5106,2.2007
6.7578,1.6844
6.3786,2.3109
5.9803,1.7471
3.4636,2.4132
5.4277,1.9178
6.3136,1.8286
4.0643,2.2707
3.6424,1.1644
3.0567,1.6626
5.6544,2.7491
7.835,1.7825
2.8943,1.2629
3.3733,1.5843
6.753,2.6388
2.7715,1.4593
5.1411,2.5256
5.2804,2.2692
4.5149,1.7169
7.6639,1.6725
3.1665,2.1158
6.5333,1.8523
1.9147,1.132
3.0089,1.6387
3.2272,1.3871
5.2927,1.7407
3.5405,1.4751
3.9862,2.0648
3.6048,1.8148
3.6843,2.0951
6.459,2.0889
5.1549,2.564
5.0061,1.6183
5.2697,1.6109
7.0752,2.2652
8.3622,2.3579
4.3034,1.6414
4.7128,2.1073
5.9037,1.8758
4.737,1.9117
6.3899,1.7436
6.7807,1.9824
3.8641,1.6054
3.9207,1.2446
6.408,3.3342
6.4252,2.2643
1.86,1.0637
3.8724,2.0937
10.712,1.7139
5.5825,2.6352
6.0862,1.7141
6.9252,2.029
6.0004,1.7192
2.7933,1.3913
3.6817,1.2079
6.3895,2.482
5.0767,2.4123
4.1566,1.4831
4.7873,1.6506
3.491,2.1018
3.7819,1.9398
4.4262,3.0239
4.574,2.0979
3.4589,1.3612
5.1596,1.9128
5.7552,2.2811
5.1132,2.5129
6.1622,1.24
5.6862,1.5268
6.23,2.318
5.7839,2.1102
4.8434,1.5908
3.7057,2.0807
6.2453,2.0897
4.4139,1.7174
5.7322,1.815
6.459,2.2006
6.3442,2.0764
4.7678,2.0249
4.017,2.3416
2.3488,1.0475
4.6044,2.6066
4.5718,2.0162
4.9472,1.8845
6.4909,3.5518
5.8484,3.3512
5.0589,2.4382
5.2081,2.3989
7.0859,2.4218
5.8015,1.3566
2.6954,1.4512
4.1109,2.3845
3.9536,3.5793
3.9944,1.7125
5.795,1.6503
5.2737,2.2573
2.4752,1.4966
5.9991,1.9849
3.742,2.7333
6.6229,2.671
5.3386,2.6573
3.6962,1.3307
4.5941,2.9
2.8016,1.1664
5.4264,1.6974
2.0728,0.93419
6.2893,2.3424
6.1493,2.0427
5.5324,2.7131
8.8571,1.7568
5.9903,2.1455
5.2144,2.014
5.0748,1.8873
6.75,1.4272
5.8249,2.1325
4.3228,1.3153
5.3617,2.1975
2.7619,1.4718
6.2583,1.9351
3.9701,2.6649
6.7645,2.9341
4.0638,1.6372
5.5887,2.6064
5.5148,1.9456
8.4781,2.8802
3.9688,2.2684
2.8952,1.6715
5.5373,1.9694
6.7837,2.0202
5.4132,2.0998
5.8956,1.8459
5.6671,2.779
3.7181,1.8828
5.0456,1.2061
4.7691,2.409
2.9625,2.0196
3.8478,2.0383
4.8874,1.8234
3.1015,1.6886
7.6463,2.8293
4.5258,1.9151
3.7816,1.5964
2.8919,1.6431
5.9528,1.6656
5.4638,1.5854
4.4503,2.0781
6.9014,1.8625
4.9593,1.8299
2.8161,1.7825
6.0904,2.4891
5.9006,1.83
3.4207,1.6518
3.3461,1.2903
2.7334,1.5156
4.2381,2.0915
6.3397,2.1162
2.6107,1.4049
5.1845,1.9001
5.9333,1.4119
4.6175,2.033
5.5088,2.3577
4.5881,1.9475
1.9526,1.1534
6.2021,2.0267
4.082,2.2863
7.9837,2.472
4.3692,1.4277
3.8853,1.4277
3.381,1.4765
6.5439,2.0771
4.9087,2.5787
5.9282,1.7108
5.0984,3.1652
4.652,1.5946
2.4933,1.1785
5.4178,2.292
5.9677,3.3423
7.4373,1.9321
7.2221,2.0738
4.0755,2.0884
7.8871,1.9328
4.6124,1.6635
7.992,1.7568
5.2922,2.1706
2.8599,1.251
4.2179,1.5756
5.9589,1.6871
4.5642,1.3611
3.829,1.4166
4.2458,1.8898
3.2479,1.4811
7.7419,1.6723
5.105,1.4768
5.6209,2.6701
4.0306,2.7928
4.9265,1.8904
3.3606,1.5504
4.2313,1.5999
5.615,1.9897
4.4783,1.4702
2.5276,1.2074
4.2066,1.6369
6.1981,2.1967
4.5161,1.8385
3.0368,1.7099
4.5436,2.0045
10.724,2.8793
7.3671,2.199
13.488,3.8853
10.722,3.1364
14.123,3.28
9.3358,2.7987
10.048,3.0782
10.098,2.8258
9.6657,2.7491
12.203,3.7499
7.7927,2.2928
11.307,3.3014
10.832,3.1913
7.7453,2.2762
8.6988,2.6648
11.622,3.5731
12.613,3.9834
9.2251,2.7359
7.838,2.3113
11.628,4.2314
9.8824,2.9112
6.8824,2.0133
8.547,2.5954
7.2628,2.1783
12.106,3.3675
7.5931,2.2068
10.683,3.4577
10.837,2.9406
10.135,3.0865
10.38,3.0536
9.765,2.8972
10.678,3.0445
11.706,3.6212
8.7442,2.6413
9.1168,2.6863
12.302,3.739
8.4174,2.518
9.8958,2.9406
11.115,3.0974
11.993,3.364
7.7362,2.3738
8.6153,2.6305
10.077,2.8231
9.9351,3.0048
9.504,2.8235
7.6887,2.277
10.678,3.2799
10.335,3.0857
8.9063,2.802
12.165,3.5418
12.01,3.7154
10.149,3.12
9.8048,2.9963
10.739,3.1042
7.7626,2.3219
10.559,3.4995
8.712,2.5524
8.2619,2.568
11.006,3.094
9.0158,2.764
10.473,2.8821
9.5186,2.7167
8.8953,2.7002
11.556,3.5887
10.844,3.093
7.4628,2.1917
15.326,4.4822
9.9283,3.1282
8.8105,2.5284
11.002,3.447
9.6099,2.9399
11.569,3.5395
8.7617,2.5575
10.753,3.2123
9.9024,2.9829
11.076,3.8887
11.749,3.7016
11.3,3.2847
10.891,3.6335
10.828,3.139
10.335,3.3757
10.11,3.1009
10.73,3.1464
8.6155,2.5179
12.66,3.6787
11.656,3.6314
8.8391,2.5775
9.7945,2.8269
9.5677,2.8126
8.6817,2.5836
10.05,2.8215
11.559,3.5007
9.5334,2.999
10.511,3.1219
9.2239,2.7232
12.014,3.5898
10.719,3.1612
9.3842,2.9409
7.9965,2.3807
11.194,3.3391
6.3582,1.9241
8.3767,2.4845
12.424,3.996
12.396,3.4963
12.549,3.8368
13.248,3.8569
11.095,3.1726
8.3376,2.49
10.996,3.3067
8.2205,2.4725
11.391,3.4054
11.137,3.3742
10.537,3.0507
8.6548,2.6353
8.1921,2.4777
8.4566,2.4652
8.7869,2.5852
9.9643,2.9081
10.061,2.9709
8.868,2.7157
9.579,2.9473
8.514,2.5169
11.04,3.1585
8.6372,2.5709
9.1968,2.7199
8.6759,2.6084
12.765,3.1851
9.931,3.0016
5.7094,1.7501
11.053,3.5307
9.818,2.9793
10.181,2.9283
8.2317,2.488
9.9596,2.7746
12.959,3.703
10.712,3.497
9.7705,2.8113
10.387,3.0119
7.6954,2.3057
9.5901,2.8171
9.1797,2.7239
10.566,3.0826
9.8614,3.0957
10.906,3.6116
8.1164,2.4118
6.0474,1.8396
8.8876,2.7347
10.849,3.6308
7.9997,2.3639
9.0453,2.6255
9.1653,2.7126
8.6892,2.5575
11.391,3.2506
8.9468,2.6958
11.219,3.0655
7.6201,2.3344
8.6375,2.6935
