duration,severity,intensity
2.6400785751883777,0.8372743513177792,0.3171399363589158
4.702406953137912,1.2742717676317352,0.2709828775626097
2.864216093451205,1.2439584605238818,0.4343102684773299
3.4679025722626484,1.7766711963436082,0.5123186592824063
2.233578275239495,1.059403943487204,0.4743079547429829
19.801360495713794,9.609319762056606,0.4852858349877848
0.07887110606640135,0.003428765661181077,0.043473026209299125
0.6826169507436077,0.17488002382363443,0.2561905672473107
6.344860164676859,3.229077746653387,0.5089281186416568
1.6216135850034021,0.47445940092987166,0.2925847472650991
1.4076585052253279,0.12453357178958427,0.08846859613131086
0.1820584522306632,0.0029921091696167106,0.01643488194563902
2.2747128269099903,0.4772480632069996,0.2098058522206083
6.0240770442733265,3.0081463108556465,0.4993538908529205
2.0156460270653156,0.558234043523885,0.2769504347629167
0.6935814143469656,0.055091017891803776,0.07942977818065404
12.755990829567565,5.877996074312038,0.4608027830097856
2.31121531700083,0.22154646085111424,0.0958571272963897
5.399363757456513,4.347704211060951,0.8052252832672698
0.9380514675135032,0.06927266909180464,0.07384740762191437
1.1639369849213494,0.5164094905913532,0.44367478418623196
5.351493403585351,3.361073108677801,0.6280626462934582
5.589876686466852,2.6145927328038536,0.4677371039568385
0.2487603155468605,0.03640108742636708,0.1463299616192599
0.013749657314349406,5.190694993889586e-05,0.0037751449910482333
1.1008740961481749,0.4301565547916741,0.3907409178731153
1.8109238607089253,0.7146560853931312,0.394636185926317
1.2508720273254141,0.32398048363335047,0.25900370026346986
7.102878604793375,3.5313126617011052,0.4971664107166354
9.7599675111706,4.456050713124238,0.45656409286446326
4.37330352221403,3.7899027579209665,0.8665995256607044
1.9628543566659005,0.8922591879100097,0.4545722839190163
1.5970010552108533,0.5635213230615882,0.3528622108438031
2.3424154525958443,0.9124432395126683,0.38953091711442844
6.292042708357542,4.379110520193513,0.6959759688815946
2.7130015675658683,1.5145083843305067,0.5582408806675841
13.917119525750934,11.270047627589191,0.8097974301892106
2.6262274815645696,0.9100900319952123,0.3465389188041807
