duration,severity
2.6400785751883777,0.8372743513177792
4.702406953137912,1.2742717676317352
2.864216093451205,1.2439584605238818
3.4679025722626484,1.7766711963436082
2.233578275239495,1.059403943487204
19.801360495713794,9.609319762056606
0.07887110606640135,0.003428765661181077
0.6826169507436077,0.17488002382363443
6.344860164676859,3.229077746653387
1.6216135850034021,0.47445940092987166
1.4076585052253279,0.12453357178958427
0.1820584522306632,0.0029921091696167106
2.2747128269099903,0.4772480632069996
6.0240770442733265,3.0081463108556465
2.0156460270653156,0.558234043523885
0.6935814143469656,0.055091017891803776
12.755990829567565,5.877996074312038
2.31121531700083,0.22154646085111424
5.399363757456513,4.347704211060951
0.9380514675135032,0.06927266909180464
1.1639369849213494,0.5164094905913532
5.351493403585351,3.361073108677801
5.589876686466852,2.6145927328038536
0.2487603155468605,0.03640108742636708
0.013749657314349406,5.190694993889586e-05
1.1008740961481749,0.4301565547916741
1.8109238607089253,0.7146560853931312
1.2508720273254141,0.32398048363335047
7.102878604793375,3.5313126617011052
9.7599675111706,4.456050713124238
4.37330352221403,3.7899027579209665
1.9628543566659005,0.8922591879100097
1.5970010552108533,0.5635213230615882
2.3424154525958443,0.9124432395126683
6.292042708357542,4.379110520193513
2.7130015675658683,1.5145083843305067
13.917119525750934,11.270047627589191
2.6262274815645696,0.9100900319952123
1.1534158185949082,0.41433796189476674
0.9883918394585862,0.4533364019611179
1.016014724264835,0.22673250735597883
2.6819022000947257,0.635136790299352
2.8796369204752637,1.7558740111843674
0.7382235355445346,0.17083420962917134
1.7031175099369875,0.8083056998318938
3.5899925248713203,3.7753885874526882
1.9004364654771848,0.5530689060155863
1.276192305438883,0.27970727157217184
3.732949096744676,1.228500111885513
3.991768082865349,2.461934557318199
6.977605234042414,7.672657567228435
1.7063396232496757,0.6003087869983169
1.7242658664554256,0.8912671180904864
2.6758322544708903,0.8715745937147651
1.2111995995761617,0.23530091571454564
3.597119463832314,3.255975163812331
3.869042847611695,2.2089107880385033
2.2028516240899307,0.5142749146758613
1.9262683438928434,0.28601100497209103
3.0100759658677134,1.4656005023524643
3.9806987859675473,1.620297415964253
1.1759724388762152,0.3041755381740162
0.4289824439365475,0.04042965985925377
1.0050098403955872,0.270191064091753
0.40328331539262763,0.049136863289916725
